Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
78.051.765-4,INVERSIONES,J.,M.,&,P.,SPA,2025-07-24
58025,77.084.747-8,SIRON,PHARMA,SPA,2025-07-24,,
58026,78.052.592-4,BUCSA,CHILE,SPA,2025-07-24,,
58027,76.848.525-9,COMERCIAL,J.,O.,LIMITADA,2025-07-24,
58028,76.797.048-K,R&amp;M,INGENIERÍA,SPA,2025-07-24,,
58029,78.053.239-4,PGO,SPA,2025-07-24,,,
58030,77.424.714-9,MSA,GEO,CONSULTORES,SPA,2025-07-24,
FERREMAK,COMERCIALIZADORA,E,,,,,
58031,76.890.686-6,2025-07-24,,,,,
58032,76.797.663-1,FYM,GROUP,SPA,2025-07-24,,
58033,77.424.724-6,SLG,SERVICIO,TECNICO,SPA,2025-07-24,
58034,76.848.661-1,DISTRIBUIDORA,BRISSA,LIMITADA,2025-07-24,,
STRYKER,CORPORATION,CHILE,Y,,,,
58035,78.874.470-6,2025-07-24,,,,,
