Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8,Campo_9
ID,RUT,Proveedor,Razón,Social,,,,
76.760.801-2,FERRADA,CONSULTORES,SPA,2025-07-24,,,,
71967,77.469.128-6,HEPTA,CHILE,SPA,2025-07-24,,,
71968,77.481.567-8,CONSTRUCCIONES,DIAZ,SPA,2025-07-24,,,
71969,77.375.502-7,INGENIEROS,PYP,SPA,2025-07-24,,,
71970,76.382.834-4,COMERCIALIZADORA,FCP,SPA,2025-07-24,,,
71971,77.469.461-7,EMMAC,STORE,SPA,2025-07-24,,,
71972,76.950.592-K,SOCIEDAD,EDUCATIVA,LOS,ALERCES,LIMITADA,2025-07-24,
71973,77.373.555-7,MAQUINARIAS,Y,POZOS,SPA,2025-07-24,,
71974,76.937.295-4,GESTION,EN,COMUNICACION,Y,SEGURIDAD,SPA,2025-07-24
71975,76.383.799-8,SOCIEDAD,INGENIERIA,Y,CONSTRUCCION,SA.,2025-07-24,
71976,77.469.663-6,SAAVEDRA,Y,ESPINOZA,ODONTOLOGÍA,LIMITADA,2025-07-24,
71977,76.951.642-5,CONSTRUCTORA,HENRIQUEZ,Y,REYES,LIMITADA,2025-07-24,
