Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
SOC,PAOLINI,&,,,
PUBLICIDAD,B,Y,B,,
76024,76.956.455-1,GRAFICA,ANA,2025-07-24,
76025,77.588.652-8,AUTOMOTRICES,MS,2025-07-24,
76026,77.680.641-2,2025-07-24,,,
BOSQUES,DEL,PAICO,,,
76027,77.554.363-9,2025-07-24,,,
SERVICE,PUNTO,CLEAR,,,
76028,76.956.517-5,2025-07-24,,,
76029,77.793.292-6,BENFA,SPA,2025-07-24,
76030,77.682.364-3,VERSAGUS,SPA,2025-07-24,
76031,77.633.372-7,2025-07-24,,,
DISTRIBUIDORA,M&H,SPA,,,
76032,76.956.638-4,VALENZUELA,GONZALEZ,2025-07-24,
76033,77.588.786-9,REAL,MOTORS,SPA,2025-07-24
