Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.967.915-2,LUMNUS,SPA,2025-07-24,,,
MATA,DE,LUZ,LIBRERIA,Y,,
85274,78.077.319-7,2025-07-24,,,,
85275,77.997.996-2,VOLTAJE,LM,SPA,2025-07-24,
85276,78.022.098-8,SINOTEC,CHILE,S.A.,2025-07-24,
AGUA,POTABLE,ROA,,,,
85277,78.077.525-4,2025-07-24,,,,
85278,78.022.919-5,ESPINOZA,MATRONA,E.I.,2025-07-24,
GRUPO,SABOR,A,CAMPO,,,
85279,78.015.352-0,2025-07-24,,,,
85280,77.968.020-7,2025-07-24,,,,
CORSI,SOTELO,SPA,,,,
FERRETERIA,LA,SABANA,,,,
85281,77.998.386-2,2025-07-24,,,,
85282,78.023.401-6,2025-07-24,,,,
ROLLA,MULTI,SERVICIOS,,,,
85283,77.968.272-2,2025-07-24,,,,
85284,78.077.592-0,2025-07-24,,,,
