Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.575.656-K,RIEGOS,SPA,2025-07-24,,,
CENTRO,DE,ATENCION,,,,
73774,77.451.929-7,2025-07-24,,,,
NATALIA,PAOLA,HERRERA,,,,
73775,77.015.492-8,LAVADO,Y,CÍA,SPA,2025-07-24
jardin,infantil,siembra,,,,
73776,77.452.290-5,2025-07-24,,,,
GRICELT,"IMAGINA,CREA",Y,,,,
73777,77.496.914-4,2025-07-24,,,,
HAZLO,REALIDAD,SPA,,,,
73778,76.998.594-8,FARMACÉUTICA,FIM,SPA,2025-07-24,
73779,76.847.893-7,ESTUDIO,VISUAL,SPA,2025-07-24,
SUB/CERO,MANTENCIÓN,Y,,,,
73780,77.497.147-5,REFRIGERACIÓN,2025-07-24,,,
73781,77.476.321-K,SERVICIOS,JJC,SPA,2025-07-24,
ANDES,INVESTMENTS,SAN,,,,
73782,77.575.982-8,2025-07-24,,,,
WILTON,ANDRES,RUBIO,,,,
"DIAZ,",CONFECCIONES,RYC,,,,
