Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
77.725.116-3,LE&SE,SPA,2025-07-24,,,,
79684,82.476.500-6,CLUB,ALEMAN,DE,LA,UNION,2025-07-24
79685,77.835.946-4,2025-07-24,,,,,
79686,77.725.808-7,COMERCIAL,UP,SPA,2025-07-24,,
THE,TRIPOLOGIST,VIAJES,,,,,
79687,77.770.356-0,2025-07-24,,,,,
79688,77.836.126-4,SERGRAP,SPA,2025-07-24,,,
79689,77.779.542-2,C&C,ASOCIADOS,SPA,2025-07-24,,
79690,77.756.844-2,ESTUDIOS,BRAVÍO,LIMITADA,2025-07-24,,
79691,77.836.184-1,2025-07-24,,,,,
CONSTRUCCIÓN,GIZA,SPA,,,,,
79692,77.185.994-1,CONSTRUCTORA,MAFAL,SPA,2025-07-24,,
79693,77.757.667-4,ATTITUDE,SPA,2025-07-24,,,
SOC,COLECTIVA,TECNICA,,,,,
79694,82.815.000-6,2025-07-24,,,,,
