Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
72351,INSTALACIONES,M&G,,,,,
72352,77.968.916-6,2025-07-24,,,,,
DILUSSO,REGALOS,SPA,,,,,
72353,76.399.684-0,2025-07-24,,,,,
72354,77.489.918-9,WORLD,OF,VISIÓN,SPA,2025-07-24,
72355,77.672.224-3,PURA,VIDA,SPA,2025-07-24,,
72356,77.969.301-5,FELIPE,ESCOBAR,SPA,2025-07-24,,
CON,MÁS,SALUD,&,,,,
72357,77.505.469-7,2025-07-24,,,,,
72358,77.490.345-3,INSULAR,SPA,2025-07-24,,,
72359,77.672.935-3,2025-07-24,,,,,
72360,77.970.022-4,E,&,C,ORTHOPEDICS,SPA,2025-07-24
72361,77.506.087-5,DE,ESTO,Y,AQUELLO,SPA,2025-07-24
72362,77.389.051-K,2025-07-24,,,,,
