Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
78.019.875-3,FABREFAST,SPA,2025-07-24,,,
PROYECTOS,Y,OBRAS,,,,
82442,77.937.662-1,2025-07-24,,,,
82443,77.895.135-5,WORLD,PC,SPA,2025-07-24,
ASESORÍA,URBANA,Y,,,,
82444,78.020.018-9,SERVICIOS,GENERALES,2025-07-24,,
82445,77.938.209-5,MIRALLUM,SPA,2025-07-24,,
82446,77.366.994-5,COMERCIAL,MOTO,SPA,2025-07-24,
82447,77.943.388-9,GRUPO,COBAC,SPA,2025-07-24,
82448,77.897.776-1,AVIARIOPICAFLOR,SPA,2025-07-24,,
EMPRESA,DE,SERVICIOS,,,,
VARIOS,CARLOS,SAYES,,,,
82449,77.368.542-8,EMPRESA,INDIVIDUAL,DE,2025-07-24,
82450,77.943.871-6,2025-07-24,,,,
82451,77.938.517-5,2025-07-24,,,,
