Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
79091,BANQUETERIA,ARRATIA,,,,,
79092,77.753.817-9,TEMPLA,CHILE,SPA,2025-07-24,,
79093,77.693.386-4,DOOIF,RENT,SPA,2025-07-24,,
79094,77.754.021-1,COMERCIAL,COMBLAIN,SPA,2025-07-24,,
79095,77.742.681-8,LITHIUM,AND,COPPER,SPA,2025-07-24,
CHANGOS,COFFEE,ON,ROAD,,,,
79096,77.162.807-9,2025-07-24,,,,,
79097,77.814.910-9,2025-07-24,,,,,
79098,77.742.695-8,INTERCLIMATIZACION,SPA,2025-07-24,,,
79099,77.693.418-6,B,Y,A,ENTRETENCIONES,SPA,2025-07-24
79100,77.754.232-K,ROMA,INVERSIONES,SPA,2025-07-24,,
79101,77.892.324-6,EL,TALLER,SPA,2025-07-24,,
