Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
OBRAS,MENORES,EN,,,,
77372,CONSTRUCCION,Y,,,,
77373,77.677.902-4,2025-07-24,,,,
TRANSPORTES,TRAVEL,SAFE,,,,
77374,77.828.955-5,2025-07-24,,,,
77375,77.612.616-0,2025-07-24,,,,
77376,76.651.473-1,SMAP,SPA,2025-07-24,,
GRUPO,RADIAL,MIRADOR,,,,
77377,78.199.629-7,2025-07-24,,,,
CONSTRUCCION,Y,SERVICIOS,,,,
77378,77.107.425-1,2025-07-24,,,,
77379,77.678.917-8,2025-07-24,,,,
LARA,CASTILLO,E.I.R.L.,,,,
FERNANDO,ANDRES,PEREZ,,,,
77380,76.651.931-8,"CARRASCO,",SERVICIOS,DE,2025-07-24,
77381,77.023.962-1,MANTO,GRANDE,SPA,2025-07-24,
Valero,Servicios,Educacionales,,,,
77382,77.727.690-5,2025-07-24,,,,
