Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
86584,SERVICIOS,INTEGRALES,,,,
86585,78.134.461-3,REPARACIÓN,Y,OBRAS,2025-07-24,
86586,77.046.759-4,LEGEND,TOUR,SPA,2025-07-24,
86587,78.089.825-9,CERBERUS,SPA,2025-07-24,,
86588,78.014.448-3,2025-07-24,,,,
SANTA,MARIA,SPA,,,,
86589,78.081.413-6,FONEMIKADOS,SPA,2025-07-24,,
86590,78.143.924-K,2025-07-24,,,,
MARITZA,DÍAZ,E.I.R.L.,,,,
86591,78.014.545-5,TRAUMATOLOGICOS,2025-07-24,,,
86592,78.081.484-5,"XIOC,",LIMITADA,2025-07-24,,
86593,78.057.767-3,COFFE,LOVERS,SPA,2025-07-24,
86594,78.081.718-6,2025-07-24,,,,
