Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.838.591-0,V&V,E,HIJOS,SPA,2025-07-24,,
82128,77.927.025-4,AP,PRODUCCIONES,SPA,2025-07-24,,
82129,77.866.589-1,2025-07-24,,,,,
SERVICIOS,CHAVEZ,Y,,,,,
82130,77.838.664-K,2025-07-24,,,,,
82131,77.346.523-1,REPSU,CHILE,SPA,2025-07-24,,
82132,77.886.887-3,COMERCIALIZADORA,AC,2025-07-24,,,
82133,77.839.002-7,TYC,SPA,2025-07-24,,,
VULCANO,INGENIERÍA,EN,,,,,
82134,77.346.594-0,2025-07-24,,,,,
82135,77.886.907-1,A,E.,ENERGÉTICA,Y,2025-07-24,
82136,77.883.007-8,M,&,A,FERRETERIA,SPA,2025-07-24
