Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.901.837-7,IPAMAS,SPA,2025-07-24,,,
SOCIEDAD,DE,SERVICIOS,,,,
82831,77.394.197-1,Y,COMERCIO,SALUD,Y,2025-07-24
82832,77.911.304-3,REPARACIONES,SUSSEX,2025-07-24,,
82833,77.958.209-4,SPORTREF,SPA,2025-07-24,,
82834,77.911.530-5,2025-07-24,,,,
82835,77.902.027-4,WAYBACK,SPA,2025-07-24,,
82836,77.958.211-6,AUDIBLE,LAUTARO,SPA,2025-07-24,
DISEÑO,KARINA,ASENJO,,,,
82837,77.866.133-0,2025-07-24,,,,
82838,77.902.717-1,2025-07-24,,,,
82839,77.958.516-6,2025-07-24,,,,
INOSTROZA,Y,MACAYA,,,,
82840,77.866.540-9,2025-07-24,,,,
