Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
47011,CHRISTOPHER,ANDRÉS,,,,,
juan,carlos,astudillo,,,,,
47012,76.367.712-5,vasquez,obras,civiles,y,2025-07-24,
47013,76.405.605-1,PUBLICITARIOS,Y,DE,2025-07-24,,
Mojostore,Construccion,y,,,,,
47014,76.382.319-9,2025-07-24,,,,,
INGECAB,SERVICIOS,DE,,,,,
47015,76.636.093-9,2025-07-24,,,,,
LA,COCINA,AMSTERDAM,,,,,
47016,77.919.296-2,2025-07-24,,,,,
47017,77.100.326-5,IVM,SERVICIOS,LIMITADA,2025-07-24,,
47018,76.384.113-8,2025-07-24,,,,,
RAMOS,GARCIA,E.I.R.L,,,,,
47019,77.100.758-9,DISTRIBUIDORA,RÍOS,2025-07-24,,,
47020,76.427.603-5,Inmobiliaria,OCASUR,SPA,2025-07-24,,
47021,76.425.228-4,K,Y,S,ASESORES,SPA,2025-07-24
