Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
PRAXIS,PERSONAS,SPA,2025-07-24,,,,
75441,AUFD,ARQUITECTOS,LIMITADA,2025-07-24,,,
75442,CONSTRUCTORA,FREDDY,GUTIERREZ,JARAMILLO,E.I.R.L.,2025-07-24,
75443,MIHSEQ,SPA,2025-07-24,,,,
75444,HOSANNA,CONSTRUCCIONES,LIMITADA,2025-07-24,,,
75445,ESTUDIOS,DE,PERCEPCIÓN,CIUDADANA,TUINFLUYES.COM,SPA,2025-07-24
75446,GREENCAPITAL,SPA,2025-07-24,,,,
75447,INVERSIONES,MILLARUKA,LIMITADA,2025-07-24,,,
75448,ED1FIKA,MH,SPA,2025-07-24,,,
75449,G,&,G,INGENIERIA,SPA,2025-07-24,
75450,LAS,EMILIAS,BAKERY,&,CAFE,SPA,2025-07-24
75451,Martín,Francisco,2025-07-24,,,,
