Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
96.522.950-7,EDICIONES,SM,CHILE,SA,2025-07-24,,
100682,96.523.950-2,2025-07-24,,,,,
100683,96.539.820-1,ATG,2025-07-24,,,,
BOLSA,ELECTRONICA,DE,,,,,
100684,96.551.730-8,"CHILE,",BOLSA,DE,2025-07-24,,
100685,96.558.690-3,DESARROLLO,INTEGRAL,2025-07-24,,,
DE,CHILE,SPA,,,,,
100686,96.558.710-1,LAST,CALL,S,A,2025-07-24,
100687,96.563.570-K,ENTEL,CALL,CENTER,S,A,2025-07-24
HOEHMANN,STAGNO,Y,,,,,
100688,96.604.230-3,ASOCIADOS,INGENIERIA,Y,2025-07-24,,
SERVICIOS,S,A,,,,,
KANTAR,IBOPE,MEDIA,,,,,
100689,96.607.180-K,2025-07-24,,,,,
Importaciones,y,Servicios,,,,,
100690,96.609.940-2,2025-07-24,,,,,
Advances,Computing,Techn,,,,,
100691,96.624.630-8,2025-07-24,,,,,
