Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.931.882-6,COHABITAR,LIMITADA,2025-07-24,,,
82234,77.887.933-6,BROOKLYN,SPA,2025-07-24,,
82235,77.846.008-4,2025-07-24,,,,
CP,DATA,OPTIMUM,CHILE,,,
82236,96.949.130-3,2025-07-24,,,,
82237,77.931.981-4,2025-07-24,,,,
SCHUSTER,UBILLA,E.I.R.,,,,
82238,77.888.129-2,2025-07-24,,,,
VEGA,RAMIREZ,E.I.R.L.,,,,
82239,77.354.821-8,2025-07-24,,,,
82240,77.932.174-6,TALENTIFY,SPA,2025-07-24,,
82241,77.937.018-6,LOBUTEX,SPA,2025-07-24,,
82242,77.890.451-9,2025-07-24,,,,
