Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
77.327.073-2,GERMAN,CASTILLO,SPA,2025-07-24,,,
71193,77.337.503-8,INVERSIONES,Y,ASESORIAS,NVIDIA,SPA,2025-07-24
71194,77.445.328-8,H.AUDIO,PRODUCCIÓN,DE,EVENTOS,SPA,2025-07-24
71195,77.426.809-K,REGALONEOS,TEMUCO,SPA,2025-07-24,,
71196,77.337.636-0,COMERCIAL,PARANAL,SPA,2025-07-24,,
71197,77.446.039-K,SOCIEDAD,INVERSIONES,MIF,SPA,2025-07-24,
71198,77.327.421-5,ALUMDEC,SPA,2025-07-24,,,
71199,76.722.806-6,PHANTOMAUDIOPRO,SPA,2025-07-24,,,
MIRADAS,COMUNITARIAS,EDUCACIÓN-,,,,,
71200,76.906.842-2,2025-07-24,,,,,
71201,76.348.105-0,CONSTRUCTORA,R,Y,M,LIMITADA,2025-07-24
71202,77.927.856-5,SERVICIOS,DE,OBRAS,MENORES,SPA,2025-07-24
CONFECCIONES,PAULINA,ANDREA,TORRES,,,,
71203,76.911.535-8,2025-07-24,,,,,
