Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
86495,SONDAJES,PERFOMAQ,S,,,
86496,78.053.696-9,2025-07-24,,,,
EL,MERCADITO,DE,,,,
86497,78.078.037-1,2025-07-24,,,,
86498,78.081.798-4,MON,PETIT,EVENTOS,SPA,2025-07-24
LOS,RÍOS,CONSULTORES,,,,
86499,78.011.175-5,2025-07-24,,,,
86500,78.078.413-K,VISIÓN,ZERO,SPA,2025-07-24,
86501,78.053.731-0,COCO,JUGUETES,SPA,2025-07-24,
86502,78.138.911-0,COMERCIALIZADORA,E,2025-07-24,,
86503,77.039.969-6,METÁLICAS,ACEROINOX,2025-07-24,,
86504,78.054.281-0,2025-07-24,,,,
SANTELICES,ARIZTÍA,SPA,,,,
86505,78.127.285-K,CONSTRUCTORA,SANTA,2025-07-24,,
