Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
LA,PALAPA,DEL,MAR,,,
38931,77.688.737-4,AMBIENTAL,Y,2025-07-24,,
38932,76.275.528-9,2025-07-24,,,,
38933,77.494.515-6,2025-07-24,,,,
38934,76.277.031-8,2025-07-24,,,,
38935,76.811.566-4,TECNOMONTT,SPA,2025-07-24,,
38936,76.279.084-K,2025-07-24,,,,
ESCUELA,DE,DANZAS,,,,
38937,76.812.327-6,SOMOS,VENEZUELA,2025-07-24,,
38938,76.279.231-1,2025-07-24,,,,
F&M,FUTONES,Y,,,,
38939,76.812.994-0,2025-07-24,,,,
38940,77.688.819-2,CONSTRUCTORA,2025-07-24,,,
