Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
104789,CENTRO,MEDICO,DEL,,,
PUBLICITARIA,DEL,SUR,,,,
104790,77.366.216-9,2025-07-24,,,,
SERVICIOS,MEDICOS,CBM,,,,
104791,77.367.467-1,2025-07-24,,,,
104792,77.368.192-9,DRUNK,IN,PUBLIC,SPA,2025-07-24
CONFECCIONES,COIN,FF.,,,,
104793,77.368.245-3,2025-07-24,,,,
AA,E,INTITUCIONES,,,,
104794,77.369.028-6,ROYAL,CHILE,SPA,2025-07-24,
104795,77.369.735-3,ELUNEY,SPA,2025-07-24,,
104796,77.371.231-K,INVERSIONES,HERVAL,2025-07-24,,
104797,77.371.920-9,COMERCIALIZADORA,2025-07-24,,,
104798,77.372.176-9,2025-07-24,,,,
104799,77.372.196-3,JAIMES,FERNANDEZ,2025-07-24,,
