Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
62644,IVIAL,SERVICIOS,Y,,
62645,76.261.586-K,BIOMUNDO,SPA.,2025-07-24,
62646,77.234.831-2,OSPAMFRA,SPA,2025-07-24,
62647,76.976.252-3,2025-07-24,,,
62648,76.974.548-3,CANTARIA,SPA,2025-07-24,
DIÁLISIS,COLINA,-,SUC,,
62649,96.974.520-8,2025-07-24,,,
62650,76.653.310-8,Comercial,Japi,E.I.R.L,2025-07-24
62651,77.055.410-1,2025-07-24,,,
62652,77.061.446-5,EMPORIO,GORROÑO,SPA,2025-07-24
62653,76.976.440-2,SOMA,S.A.,2025-07-24,
62654,76.513.789-6,2025-07-24,,,
