Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.407.582-8,SALGADO,ESPINOSA,E.I.R.,2025-07-24,,
70413,77.441.787-7,2025-07-24,,,,
CERECEDA,TRONCOSO,E.I.,,,,
70414,77.897.694-3,2025-07-24,,,,
70415,76.682.222-3,EMPRESAS,AUDITAX,2025-07-24,,
70416,77.441.928-4,SDA,CONSULTING,SPA,2025-07-24,
ANALYZE,CONSULTORIA,Y,,,,
70417,77.592.300-8,2025-07-24,,,,
70418,77.299.864-3,Y,SERVICIOS,2025-07-24,,
INVERSIONES,EL,ALTO,,,,
70419,77.316.198-4,2025-07-24,,,,
70420,76.873.887-4,Daniel,2025-07-24,,,
70421,77.384.305-8,RYK.ACCREP,SPA,2025-07-24,,
70422,77.294.393-8,CONSTRUCTORA,VZS,SPA,2025-07-24,
