Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76.703.514-4,KAFIR,SPA,2025-07-24,,,
70761,77.457.492-1,2025-07-24,,,,
70762,76.328.242-2,ASPEN,CHILE,S.A.,2025-07-24,
70763,77.340.096-2,2025-07-24,,,,
INVERSIONES,BAMF,SPA,,,,
70764,76.896.611-7,2025-07-24,,,,
EMPRESA,DE,SEGURIDAD,,,,
70765,77.612.581-4,2025-07-24,,,,
PRIVADA,DEL,SUR,SPA,,,
70766,77.316.165-8,INTERWASH,SPA,2025-07-24,,
70767,77.911.953-K,2025-07-24,,,,
IGNACIO,SÁNCHEZ,SAZO,,,,
70768,77.407.748-0,2025-07-24,,,,
EMPRESA,INDIVIDUAL,DE,,,,
SOCIEDAD,B,&,M,,,
CENTROS,MÉDICOS,Y,,,,
70769,77.457.823-4,2025-07-24,,,,
70770,76.896.801-2,VASPER,MEDEX,SPA,2025-07-24,
