Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
78.141.828-5,RC,DESIGN,SPA,2025-07-24,
84874,78.060.155-8,2025-07-24,,,
84875,76.969.190-1,2025-07-24,,,
LIRAS,E,INSTRUMENTOS,,,
84876,78.141.967-2,MUSICALES,H'S,LETELIER,2025-07-24
84877,77.999.729-4,BRILLO,CLEAN,SPA,2025-07-24
84878,78.060.595-2,2025-07-24,,,
DONOSO,Y,PIZARRO,,,
84879,77.540.698-4,2025-07-24,,,
84880,78.000.568-8,2025-07-24,,,
84881,78.060.645-2,COMERCIAL,4C,SPA,2025-07-24
INSUMOS,MEDICOS,CEAP,,,
84882,77.540.893-6,2025-07-24,,,
84883,78.142.957-0,GEOPLAGAS.CL,SPA,2025-07-24,
