Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76.976.431-3,ULVER,INGENIERIA,SPA,2025-07-24,,
60488,76.950.233-5,TRANSPORTES,CUEVAS,SPA,2025-07-24,
60489,76.900.590-0,COM,GENOVA,SA,2025-07-24,
GLORIA,SIVELLI,DE,,,,
60490,84.268.600-8,2025-07-24,,,,
JUNEMANN,Y,CIA,LTDA,,,
60491,76.550.891-6,DORMIRBIEN,SPA,2025-07-24,,
60492,76.986.987-5,OLIMPO,SPA,2025-07-24,,
60493,76.901.629-5,FUM88,SPA,2025-07-24,,
60494,77.518.112-5,SILVA,DENTAL,SPA,2025-07-24,
60495,76.551.340-5,2025-07-24,,,,
SOCIEDAD,DE,INVERSIONES,,,,
60496,76.976.884-K,2025-07-24,,,,
60497,76.987.263-9,TOTAL,BUSINESS,CHILE,SPA,2025-07-24
60498,77.519.565-7,2025-07-24,,,,
