Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.755.863-3,LOGISTRANSP,SPA,2025-07-24,,,
79362,77.766.684-3,PEAK&GAMES,SPA,2025-07-24,,
SERVICIOS,DE,GASFITERIA,,,,
79363,77.173.057-4,2025-07-24,,,,
EMPRESA,INDIVIDUAL,DE,,,,
79364,77.741.957-9,FABRICADORA,GT,LIMITADA,2025-07-24,
79365,77.814.006-3,SOL,PONIENTE,SPA,2025-07-24,
79366,77.705.297-7,EMPRESAS,RODRIGUEZ,SPA,2025-07-24,
79367,76.751.478-6,2025-07-24,,,,
79368,77.814.168-K,INVERSIONES,KALMA,SUR,2025-07-24,
79369,77.706.038-4,2025-07-24,,,,
INDUSTRIAL,ARANDA,SPA,,,,
79370,77.173.125-2,ASLA,SPA,2025-07-24,,
79371,77.756.208-8,IMPORT,ANMI,GLOBAL,SPA,2025-07-24
