Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
103022,BUSINESS,INTELLIGENCE,,,,,
103023,76.382.807-7,2025-07-24,,,,,
servicio,de,construcción,,,,,
103024,76.383.027-6,menor,B,&,J,hermanos,2025-07-24
sociedad,comercial,granja,,,,,
103025,76.383.114-0,2025-07-24,,,,,
103026,76.383.373-9,2025-07-24,,,,,
SOC.,EXP,E,IMP,M&M,,,
103027,76.384.788-8,2025-07-24,,,,,
103028,76.386.030-2,COMUNICACIONES,2025-07-24,,,,
103029,76.387.167-3,publicidad,Bife,Ltda,2025-07-24,,
Obras,Menores,en,,,,,
103030,76.387.572-5,Construccion,Manuel,2025-07-24,,,
103031,76.388.446-5,COMERCIAL,ATALAYA,2025-07-24,,,
103032,76.389.799-0,Extintores,Cauquenes,2025-07-24,,,
