Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
35846,FERRETERIA,BULNES,,,
35847,77.358.411-7,CONSULTORES,TIC,SPA,2025-07-24
TELSET,INGENIERIA,Y,,,
35848,77.395.106-3,2025-07-24,,,
PRT,AUDITORES,Y,,,
35849,77.358.852-K,2025-07-24,,,
35850,77.396.701-6,TELCONEX,SPA,2025-07-24,
35851,77.359.989-0,URVANA,SPA,2025-07-24,
35852,77.397.048-3,2025-07-24,,,
SOCIEDAD,TRES,PINOS,,,
35853,77.360.351-0,2025-07-24,,,
35854,77.397.231-1,B&S,LATAM,LIMITADA,2025-07-24
35855,77.360.721-4,GENERALES,Y,OBRAS,2025-07-24
SEPULVEDA,Y,BENITEZ,,,
35856,77.397.353-9,2025-07-24,,,
35857,77.361.486-5,DUBLUCK,SPA,2025-07-24,
